IdIngredient;IngredientNameEN;IngredientNameFR;IngredientSynonymEN;IngredientSynonymFR;CategoryEN;CategoryFR;ContituentIngredientsEN;ContituentIngredientsFR;IngredientPrice
2001;Ginger Garlic Paste;Gingembre Pâte d'ail;ginger garlic paste;gingembre pâte d'ail;Spice;Épice;ginger, garlic;gingembre, ail;0.544559551
2002;Coriander Cumin Seed Powder;Poudre de graines de coriandre et de cumin;coriander cumin seed powder;poudre de graines de coriandre et de cumin;Spice;Épice;coriander, cumin;coriandre, cumin;0.544070528
2003;Chaat Masala;Chaat Masala;chaat masala;chaat masala;Spice;Épice;asafoetida, mango, black salt, cayenne, garlic, ginger, sesame seed, black mustard seed oil, turmeric, coriander, bay laurel, anise, fennel;asafoetida, mangue, sel noir, cayenne, ail, gingembre, graines de sésame, huile de graines de moutarde noire, curcuma, coriandre, laurier, anis, fenouil;0.969268854
2004;Sambar Powder;Poudre de Sambar;sambar powder;poudre de sambar;Spice;Épice;pigeon pea, coriander, chickpea, cumin, black pepper, cayenne, ginger, fenugreek, turmeric;pois d'Angole, coriandre, pois chiche, cumin, poivre noir, cayenne, gingembre, fenugrec, curcuma;0.576782926
2005;Chole Masala;Chole Masala;chole masala;chole masala;Spice;Épice;cayenne, garlic, ginger, roasted sesame seed, black mustard seed oil, turmeric, coriander bay laurel, anise, fennel;cayenne, ail, gingembre, graines de sésame grillées, huile de graines de moutarde noire, curcuma, laurier coriandre, anis, fenouil;1.048817589
2006;Rasam Powder;Poudre de Rasam;rasam powder;poudre de rasam;Spice;Épice;cayenne, pigeon pea, cumin, coriander, black pepper, curry leaf;cayenne, pois d'Angole, cumin, coriandre, poivre noir, feuille de curry;1.276685536
2007;Tandoori Masala;Tandoori Masala;tandoori masala;masala tandoori;Spice;Épice;garlic, ginger, clove, nutmeg, mace, cumin, coriander, fenugreek, cinnamon, cardamom, black pepper;ail, gingembre, clou de girofle, noix de muscade, macis, cumin, coriandre, fenugrec, cannelle, cardamome, poivre noir;1.114854408
2008;Curry Powder;Poudre de curry;curry powder;poudre de curry;Spice;Épice;cardamom, cayenne, cinnamon, clove, coriander, cumin, fennel, fenugreek, mace, nutmeg, black pepper, poppy seed, sesame seed, saffron, tamarind, turmeric;cardamome, cayenne, cannelle, clou de girofle, coriandre, cumin, fenouil, fenugrec, macis, noix de muscade, poivre noir, graines de pavot, graines de sésame, safran, tamarin, curcuma;1.244402461
2009;Panch Pharon Seed;Graines de Pharon Panch;panch pharon seed;graine de pharon panch;Spice;Épice;fenugreek, nigella seed, cumin, black mustard seed oil;fenugrec, graine de nigelle, cumin, huile de graine de moutarde noire;1.028775962
2010;Chicken Masala Powder;Poudre de poulet Masala;chicken masala powder;poudre de poulet masala;Spice;Épice;bay laurel, ginger, cinnamon, clove, black pepper, coriander, fennel, cayenne;baie de laurier, gingembre, cannelle, clou de girofle, poivre noir, coriandre, fenouil, cayenne;0.561823535
2011;Goda Masala;Goda Masala;goda masala;goda masala;Spice;Épice;cardamom, cinnamon, clove, bay laurel, sesame seed, coriander, coconut, cassia, white pepper, black pepper;cardamome, cannelle, clou de girofle, baies de laurier, graines de sésame, coriandre, noix de coco, casse, poivre blanc, poivre noir;1.477872242
2012;Jal Jeera Powder;Poudre de Jal Jeera;jal jeera powder;poudre de jal jeera;Spice;Épice;black salt, mango, cumin, citric acid, mint, black pepper, ginger, asafoetida;sel noir, mangue, cumin, acide citrique, menthe, poivre noir, gingembre, asafoetida;1.473074105
2013;Ginger Garlic Coriander Leaves;Gingembre, ail, feuilles de coriandre;ginger garlic coriander leaf;gingembre ail feuille de coriandre;Spice;Épice;ginger, garlic, coriander;gingembre, ail, coriandre;1.254289637
2014;Pulao Masala;Pulao Masala;pulao masala;pulao masala;Spice;Épice;black pepper, white pepper, clove, cumin, cinnamon, cardamom, coriander;poivre noir, poivre blanc, clou de girofle, cumin, cannelle, cardamome, coriandre;1.372369834
2015;Dabeli Masala;Dabeli Masala;dabeli masala;dabeli masala;Spice;Épice;cayenne, coriander, cinnamon, clove, cumin;cayenne, coriandre, cannelle, clou de girofle, cumin;1.280443145
2016;Cake Mix;Mélange de gâteaux;cake mix;mélange à gâteau;Dish;Plat;flour, wheat, sugar, baking powder, salt;farine, blé, sucre, levure chimique, sel;5.457297617
2017;Half Half;Moitié-moitié;half half;moitié moitié;Dairy;Produits laitiers;milk, cream;lait, crème;2.164763944
2018;Ale;Ale;ale;ale;Beverage Alcoholic;Boisson Alcoolisée;beer, hops-beer;bière, bière de houblon;9.402942983
2019;Vermicelli;Vermicelles;vermicelli;vermicelle;Dish;Plat;flour, wheat, water, salt;farine, blé, eau, sel;5.985794553
2020;Self Rising Flour;Farine auto levante;self rising flour;farine autoportante;Cereal;Céréales;flour, salt, baking-powder;farine, sel, levure chimique;3.463609943
2021;Mayonnaise;Mayonnaise;mayonnaise;mayonnaise;Dish;Condiment;oil, egg, lemon-juice;huile, oeuf, jus de citron;2.853827995
2022;Salt-Pepper;Sel et poivre;salt-pepper;sel et poivre;Additive;Condiment;salt, pepper;sel, poivre;0.56433769
2023;Croissant;Croissant;croissant;croissant;Dish;Boulangerie;flour, wheat, butter, yeast;farine, blé, beurre, levure;3.529847832
2024;Puff Pastry;Pâte feuilletée;puff pastry;pâte feuilletée;Dish;Plat;flour, wheat, butter;farine, blé, beurre;3.859394563
2025;Green Chutney;Chutney vert;green chutney;chutney vert;Spice;Épice;corriander, cumin, lemon-juice, cayenne;corriandre, cumin, jus de citron, cayenne;1.049045407
2026;Cajun Seasoning;Assaisonnement Cajun;cajun seasoning;assaisonnement cajun;Spice;Épice;salt, cayenne, garlic, oregano, paprika, thyme, pepper, onion;sel, cayenne, ail, origan, paprika, thym, poivre, oignon;1.192146073
2027;Vegetable Broth;Bouillon de légumes;vegetable broth;bouillon de légumes;Dish;Condiment;onion, carrot, celery, shallot, sage, mushroom;oignon, carotte, céleri, échalote, sauge, champignon;3.465304115
2028;Tandoori Paste;Pâte Tandoori;tandoori paste;pâte tandoori;Dish;Plat;garlic, ginger, clove, nutmeg, mace, cumin, coriander, fenugreek, cinnamon, cardamom, black pepper, yogurt, lime-juice;ail, gingembre, clou de girofle, noix de muscade, macis, cumin, coriandre, fenugrec, cannelle, cardamome, poivre noir, yaourt, jus de citron vert;3.959818742
2029;Mixed Vegetables;Légumes mélangés;mixed vegetables;mélange de légumes;Vegetable;Légume;carrot, cauliflower, corn, pea, capsicum;carotte, chou-fleur, maïs, pois, poivron;0.863503012
2030;Salad Creme;Crème de salade;salad creme;crème de salade;Dish;Plat;oil, egg, vinegar, water;huile, œuf, vinaigre, eau;3.450008397
2031;Worcestershite Sauce;Sauce Worcestershite;worcestershire sauce;sauce worcestershire;Dish;Plat;cider-vinegar, soy-sauce, water, sugar, ginger, mustard, onion, garlic, cinnamon, pepper-black;vinaigre de cidre, sauce de soja, eau, sucre, gingembre, moutarde, oignon, ail, cannelle, poivre noir.;3.283108253
2032;Coleslaw;Salade de chou;coleslaw;salade de chou;Dish;Plat;cabbage, vinegar, oil, salt, mayonnaise, egg, water;chou, vinaigre, huile, sel, mayonnaise, oeuf, eau;3.632139321
2033;Vegetable Stock;Bouillon de légumes;vegetable stock;bouillon de légumes;Vegetable;Légume;onion, carrot, celery, thyme, bayleaf, pepper, tomato, garlic;oignon, carotte, céleri, thym, laurier, poivre, tomate, ail.;1.972612261
2034;Mascarpone;Mascarpone;mascarpone;mascarpone;Dish;Produits laitiers;cheese-cream, lemon-juice, vinegar;crème de fromage, jus de citron, vinaigre;3.672709199
2035;Fettuccine;Fettuccine;fettuccine;fettuccine;Dish;Plat;flour, wheat, eggs;farine, blé, oeufs;2.939512829
2036;Italian Seasoning;Assaisonnement italien;italian style seasoning, italian herb seasoning, italian seasoning;assaisonnement à l'italienne, assaisonnement aux herbes italiennes, assaisonnement à l'italienne;Spice;Épice;basil, oregano, rosemary, thyme;basilic, origan, romarin, thym;0.598031819
2037;Ketchup;Ketchup;ketchup;ketchup;Dish;Plat;ketchup, tomato, sugar, vinegar, salt, onion, allspice, coriander, clove, cumin, garlic, mustard;ketchup, tomate, sucre, vinaigre, sel, oignon, quatre-épices, coriandre, clou de girofle, cumin, ail, moutarde;3.986327683
2038;Spinach Fettuccine;Fettuccine aux épinards;spinach fettuccine;fettuccine aux épinards;Dish;Plat;spinach, flour, wheat, eggs;épinards, farine, blé, œufs;4.956962274
2039;Hoisin Sauce;Sauce Hoisin;hoisin sauce;sauce hoisin;Dish;Plat;soybean, cayenne, garlic;soja, cayenne, ail;4.838793448
2040;Barbeque Sauce;Sauce barbecue;barbeque sauce;sauce barbecue;Dish;Plat;vinegar, tomato, tomato-paste, tomato-puree, mayonnaise, liquid-smoke, onion, mustard, pepper, sugar;vinaigre, tomate, pâte de tomate, purée de tomate, mayonnaise, fumée liquide, oignon, moutarde, poivre, sucre;4.641492785
2041;Sponge Cake;Gâteau éponge;sponge cake;gâteau éponge;Dish;Plat;flour, wheat, butter, sugar, egg, baking-powder;farine, blé, beurre, sucre, œuf, poudre à lever;3.929661165
2042;Baking Mix;Mélange à pâtisserie;baking mix;mélange à pâtisserie;Dish;Plat;flour, wheat, baking-powder, yeast, sugar, salt;farine, blé, levure, levure chimique, sucre, sel;4.276738615
2043;Hot Sauce;Sauce piquante;hot sauce;sauce piquante;Dish;Plat;cayenne, salt, vinegar;cayenne, sel, vinaigre;3.480210134
2044;Dried Mixed Fruit;Mélange de fruits séchés;dried mixed fruit;mélange de fruits secs;Fruit;Fruit;raisin, apricot, date, currant, fig;raisin sec, abricot, datte, groseille, figue;1.056832963
2045;Candied Mixed Fruit;Mélange de fruits confits;candied mixed fruit;mélange de fruits confits;Fruit;Fruit;raisin, apricot, date, currant, fig, sugar;raisin sec, abricot, datte, groseille, figue, sucre;0.943915225
2046;Gulkand;Gulkand;gulkand;gulkand;Dish;Plat;rose, sugar;rose, sucre;3.521850958
2047;Pancetta;Pancetta;pancetta;pancetta;Dish;Plat;pork, pepper, salt;porc, poivre, sel;4.727954809
2048;Phyllo;Phyllo;phyllo;phyllo;Cereal;Céréales;phyllo, flour, wheat;phyllo, farine, blé;2.340553173
2049;Pie Crust;Croûte à tarte;pie-crust;pâte à tarte;Cereal;Céréales;pie-crust, flour, wheat;pâte à tarte, farine, blé;2.621938625
2050;Prosciutto;Prosciutto;prosciutto;prosciutto;Meat;Viande;ham, ham-cured;jambon, jambon cru;10.42041054
2051;Creole Seasoning;Assaisonnement créole;creole seasoning;assaisonnement créole;Spice;Épice;onion, pepper, garlic, pepper-white, oregano, cayenne, basil, capsicum, thyme, salt;oignon, poivron, ail, poivre blanc, origan, cayenne, basilic, poivron, thym, sel;0.880458779
2052;Chinese Five Spice Powder;Poudre de cinq épices chinoises;chinese five spice;cinq épices chinoises;Spice;Épice;cinnamon, anise-star, fennel, pepper, clove;cannelle, anis étoilé, fenouil, poivre, clou de girofle;1.00209984
2053;Old Bay Seasoning;Assaisonnement Old Bay;old-bay seasoning;assaisonnement old bay;Spice;Épice;bay-laurel, celery, salt, mustard, pepper, ginger, capsicum, pepper-white, nutmeg, clove, allspice, cayenne, mace, cardamom, cinnamon;baie de laurier, céleri, sel, moutarde, poivre, gingembre, poivron, poivre blanc, noix de muscade, clou de girofle, piment de la Jamaïque, cayenne, macis, cardamome, cannelle...;1.337526908
2054;Adobo Sauce;Sauce Adobo;adobo sauce;sauce adobo;Dish;Condiment;cayenne, garlic, cider-vinegar, salt, sugar, cumin;cayenne, ail, vinaigre de cidre, sel, sucre, cumin;4.379704704
2055;Cracker Crumb;Miettes de biscuits;cracker crumb, graham cracker;chapelure de biscuit, biscuit graham;Dish;Plat;wheat, sugar, honey;blé, sucre, miel;3.542482946
2056;Flour;Farine;flour, atta;farine, atta;Cereal;Céréales;flour, wheat;farine, blé;2.774358293
2057;Ranch Dressing;Vinaigrette Ranch;dressing-ranch;vinaigrette-ranch;Spice;Épice;mayonnaise, garlic, cream, onion, chive, salt, parsley, pepper, dill;mayonnaise, ail, crème, oignon, ciboulette, sel, persil, poivre, aneth;1.027725859
2058;Poultry Seasoning;Assaisonnement pour volaille;poultry seasoning;assaisonnement pour volaille;Spice;Épice;sage, thyme, marjoram, rosemary, nutmeg, pepper;sauge, thym, marjolaine, romarin, noix de muscade, poivre;1.414101234
2059;Tahini;Tahini;tahini;tahini;Dish;Plat;sesame, olive;sésame, olive;3.714028149
2060;Herbe de Provence;Herbe de Provence;herbe de provence;herbe de provence;Spice;Épice;rosemary, lavendar, fennel, parsley, savory-winter, oregano, thyme, tarragon, basil, bay-laurel, marjoram;romarin, lavande, fenouil, persil, sarriette d'hiver, origan, thym, estragon, basilic, laurier, marjolaine;0.95459055
2061;Tart Shell;Coquille de tarte;tart shell;fond de tarte;Dish;Plat;flour, wheat, sugar, salt, butter, shortening, water;farine, blé, sucre, sel, beurre, shortening, eau;5.957648763
2062;Adobo;Adobo;adobo;adobo;Dish;Plat;cayenne, garlic, cider-vinegar, salt, sugar, cumin, chicken, adobo;cayenne, ail, vinaigre de cidre, sel, sucre, cumin, poulet, adobo;2.652285067
2063;Tomato Puree;Purée de tomates;tomato-puree;purée de tomates;Vegetable;Légume;tomato, tomato-puree;tomate, purée de tomate;1.929228591
2064;Tomato Paste;Pâte de tomate;tomato-paste;purée de tomates;Vegetable;Légume;tomato, tomato-paste;tomate, pâte de tomate;1.482300283
2065;Bear;Ours;bear;ours;Meat;Viande;bear-black, bear-brown, bear-polar;ours-noir, ours-brun, ours-polaire;6.343562421
2066;Whale;Baleine;whale;baleine;Fish;Poisson;whale-beluga, whale-bowhead;baleine-béluga, baleine-bowhead;10.66759723
2067;Whitefish;Corégone;whitefish;corégone;Fish;Poisson;whitefish-broad, whitefish;corégone - large, corégone;6.62538777
2068;Seal;Phoque;seal;phoque;Fish;Poisson;seal, seal-ringed, seal-spotted, seal-bearded;phoque, phoque annelé, phoque tacheté, phoque barbu;11.24850064
2069;Tuna;Thon;tuna;thon;Fish;Poisson;tuna-albacore, tuna-bluefin, tuna-yellowfin, tuna;thon - germon, thon rouge, thon à nageoires jaunes, thon;9.656241282
2070;Croaker;Croaçon;croaker;crochet;Fish;Poisson;croaker-atlantic, croaker-spot;croaker-atlantique, croaker tacheté;6.793609302
2071;Mackerel;Maquereau;mackerel;maquereau;Fish;Poisson;mackerel-atlantic, mackerel-pacific, mackerel-king, mackerel-spanish;maquereau-atlantique, maquereau-pacifique, maquereau-roi, maquereau-espagnol;15.36058775
2072;Pollock;Goberge;pollock;goberge;Fish;Poisson;pollock-atlantic, pollock-alaska, pollock;goberge-atlantique, goberge-alaska, goberge;12.36938895
2073;Anchovy;Anchois;anchovy;anchois;Fish;Poisson;anchovy-european, anchovy;anchois-européen, anchois;10.83547044
2074;Perch;Perche;perch;perche;Fish;Poisson;perch-pacific, perch-pike;perche-pacifique, perche-pike;13.21042045
2075;Frybread;Frybread;fry-bread;alevins;Dish;Plat;frybread, flour, wheat;pain frit, farine, blé;3.777430959
2076;Sturgeon;Esturgeon;sturgeon;esturgeon;Fish;Poisson;sturgeon-greater, sturgeon;esturgeon-gros, esturgeon;7.953061031
2077;Hibiscus Tea;Thé à l'hibiscus;tea-hibiscus;thé-hibiscus;Dish;Plat;tea-hibiscus, water, sugar;thé-hibiscus, eau, sucre;5.141327445
2078;Deer;Cerf;deer, elk;cerf, élan;Meat;Viande;mule deer, deer, elk, meat;cerf muletier, cerf, élan, viande;12.91351918
2079;Octopus;Pieuvre;octopus;poulpe;Seafood;Fruits de mer;octopus, octopus-pacific;poulpe, poulpe-pacifique;10.50085242
2080;Oat Bread;Pain d'avoine;bread-oat;pain-avoine;Bakery;Boulangerie;bread-oat, oat, bread;pain-avoine, avoine, pain;1.170761903
2081;Pita Bread;Pain de pita;bread-pita;pain-pita;Bakery;Boulangerie;bread-pita, bread;pain-pita, pain;3.826487031
2082;Raisin Bread;Pain aux raisins;bread-raisin;pain-raisin;Bakery;Boulangerie;bread-raisin, bread, raisin;pain-raisin, pain, raisin sec;3.550806964
2083;Multigrain Bread;Pain multigrains;bread-multigrain;pain-multigrain;Bakery;Boulangerie;bread-multigrain, flax-seed, bread, oat;pain-multigrains, graines de lin, pain, avoine;2.100913227
2084;Cornbread;Pain de maïs;corn-bread;pain de maïs;Bakery;Boulangerie;cornbread, corn, bread;pain de maïs, maïs, pain;3.145044205
2085;Pout;Pout;pout;pout;Fish;Poisson;pout-ocean, pout-norway;pout-océan, pout-norvège;6.848176036
2086;Herring;Hareng;herring;hareng;Fish;Poisson;herring-pacific, herring-atlantic;hareng-pacifique, hareng-atlantique;17.75028296
2087;Smelt;Éperlan;smelt;éperlan;Fish;Poisson;smelt-rainbow, smelt;éperlan - arc-en-ciel, éperlan;8.402773823
2088;Crab;Crabe;crab, crabmeat;crabe, chair de crabe;Seafood;Fruits de mer;crab, red king crab;crabe, crabe royal rouge;13.92058098
2089;Cooking Oil;Huile de cuisson;cooking oil, vegetable oil;huile de cuisson, huile végétale;Additive;Condiment;cooking oil, sunflower;huile de cuisson, tournesol;1.284574981
2090;Rice Cake;Gâteau de riz;rice-cake;gâteau de riz;Bakery;Boulangerie;rice-cake, rice, flour, wheat, ???vegetable-oil???;gâteau de riz, riz, farine, blé, huile végétale, etc.;2.994105506
2091;Trout;Truite;trout;truite;Fish;Poisson;trout-sea, trout-lake, trout-rainbow;truite de mer, truite de lac, truite de l'arc-en-ciel;8.236144665
2092;Lobster;Homard;lobster;homard;Seafood;Fruits de mer;lobster, lobster-spiny;homard, homard épineux;4.519178571
2093;Halibut;Flétan;halibut;flétan;Fish;Poisson;halibut-atlantic, halibut-greenland;flétan de l'Atlantique, flétan du Groenland;10.01426201
2094;Whiting;Merlan;whiting;merlan;Fish;Poisson;whiting, whiting-blue;merlan, merlan bleu;15.60254344
2095;Buffalo;Buffle;buffalo;bison;Meat;Viande;buffalo, meat;bison, viande;8.311341855
2096;Catfish;Poisson-chat;catfish;poisson-chat;Fish;Poisson;catfish-channel, catfish;poisson-chat - canal, poisson-chat;10.70031845
2097;Salmon;Saumon;salmon, arctic char, cisco, salmonidae;saumon, omble chevalier, cisco, salmonidés;Fish;Poisson;salmon-coho, salmon-atlantic, salmon-chinook, salmon-chun, salmon-pink, salmon-sockeye, salmon, salmonidae, cisco;saumon-coho, saumon-atlantique, saumon-chinook, saumon-chun, saumon-rose, saumon-sockeye, saumon, salmonidae, cisco;11.68703289
2098;Rabbit;Lapin;rabbit;lapin;Meat;Viande;rabbit, rabbit-european, meat;lapin, lapin-européen, viande;14.64348478
2099;Haddock;Haddock;haddock;églefin;Fish;Poisson;haddock, haddock-norway;haddock, haddock-norvège;11.53359527
2100;Persimmon;Persimmon;persimmon;kaki;Fruit;Fruit;persimmon,persimmon-common;kaki, kaki commun;1.428279329
2101;Apple Sauce;Sauce aux pommes;apple-sauce;compote de pommes;Dish;Plat;apple sauce, apple, lemon juice, sugar;compote de pommes, pomme, jus de citron, sucre;4.602519946
2102;Cider Vinegar;Vinaigre de cidre;soy cream, soya cream;crème de soja, crème de soja;Dish;Plat;soy cream, soy milk, cooking oil, agave, cider vinegar;crème de soja, lait de soja, huile de cuisson, agave, vinaigre de cidre;4.64648105
